predicate_lemma	sense_id	pos	sense_particle	role_type	roleset_desc	role_desc	function_tag	vn_theta
bestow	01	v	_	A2	to present, give as a gift	recipient, bestowed on	_	_
bestrew	01	v	_	A0	to cover, scatter about a surface	scatterer		AGENT
bestrew	01	v	_	A1	to cover, scatter about a surface	surface bestrewn with something		DESTINATION
bestrew	01	v	_	A2	to cover, scatter about a surface	thing scattered, bestrewn on arg1		THEME
bestride	01	v	_	A0	to sit on, mount, or straddle	Straddler		AGENT
bestride	01	v	_	A1	to sit on, mount, or straddle	thing mounted, straddled		THEME
bet	01	n	_	A0	wager	better		AGENT
bet	01	v	_	A0	wager	better	PAG	AGENT
bet	01	n	_	A1	wager	amount of bet		ASSET
bet	01	v	_	A1	wager	amount of bet	PPT	ASSET
bet	01	n	_	A2	wager	basis, proposition, bet-on		THEME
bet	01	v	_	A2	wager	basis, proposition, bet-on	GOL	THEME
bet	01	n	_	A3	wager	co-better		_
bet	01	v	_	A3	wager	co-better	COM	RECIPIENT
betray	01	v	_	A0	treason	betrayer	_	_
betray	01	v	_	A1	treason	betrayed	_	_
betroth	01	v	_	A0	arrange engagement	agent	_	AGENT
betroth	01	v	_	A1	arrange engagement	person one	_	PATIENT1
betroth	01	v	_	A2	arrange engagement	person two	_	PATIENT2
better	01	v	_	A0	to improve	causer of improvement, agent	_	_
better	01	v	_	A1	to improve	entity made better	_	_
bewail	01	v	_	A0	to express grief over; lament	moaner, agent	_	EXPERIENCER
bewail	01	v	_	A1	to express grief over; lament	entity bemoaned	_	THEME
beware	01	v	_	A0	look out (for)!	wary entity	_	EXPERIENCER
beware	01	v	_	A1	look out (for)!	thing wary of	_	CAUSE
bewilder	01	v	_	A0	confuse	causer, agent	_	CAUSE
bewilder	01	v	_	A1	confuse	entity experiencing confusion	_	EXPERIENCER
bewilder	01	v	_	A2	confuse	confused about or over what?	_	PATIENT2
bewitch	01	v	_	A0	entrance	witch, agent	_	CAUSE
bewitch	01	v	_	A1	entrance	victim	_	EXPERIENCER
bewitch	01	v	_	A2	entrance	instrument, when separate from arg0	_	_
bias	01	v	_	A0	display a bias	causal agent		AGENT
bias	01	v	_	A1	display a bias	biased entity		PATIENT
bicker	01	v	_	A0	to argue	agent(s) bickering	_	ACTOR1
bicker	01	v	_	A1	to argue	topic	_	TOPIC
bicycle	01	v	_	A0	travel by bicycle	bicycler	_	THEME
bicycle	01	v	_	A1	travel by bicycle	path	_	LOCATION
bid	01	n	_	A0	auction	bidder		_
bid	01	v	_	A0	auction	bidder		_
bid	01	n	_	A1	auction	the target, goods		_
bid	01	v	_	A1	auction	the target, goods		_
bid	01	n	_	A2	auction	how much you're bidding, buying price		_
bid	01	v	_	A2	auction	how much you're bidding, buying price		_
bid	02	n	_	A0	say, wish, convey, tell someone to do something	speaker, bidder		_
bid	02	v	_	A0	"some weird causative usage, not unlike ""call"""	bidder		_
bid	02	n	_	A1	say, wish, convey, tell someone to do something	utterance, bidding		_
bid	02	v	_	A1	"some weird causative usage, not unlike ""call"""	the target		_
bid	02	n	_	A2	say, wish, convey, tell someone to do something	listener, recipient of bid		_
bid	02	v	_	A2	"some weird causative usage, not unlike ""call"""	benefactive		_
bid	02	v	_	A3	"some weird causative usage, not unlike ""call"""	secondary predication on Arg1		_
bid	03	n	_	A0	declaration of playing a suit in Bridge	player		_
bid	03	v	_	A0	say, wish, convey	speaker		_
bid	03	n	_	A1	declaration of playing a suit in Bridge	suit		_
bid	03	v	_	A1	say, wish, convey	utterance		_
bid	03	v	_	A2	say, wish, convey	listener		_
bidding	01	n	_	A0	auction	bidder		_
bidding	01	n	_	A1	auction	the target, goods		_
bidding	01	n	_	A2	auction	how much you're bidding, buying price		_
bidding	02	n	_	A0	obey, follow the rules	speaker, bidder		_
bidding	02	n	_	A1	obey, follow the rules	utterance, bidding		_
bidding	02	n	_	A2	obey, follow the rules	listener, recipient of bid		_
bidding	03	n	_	A0	announce a suit to play in Bridge	player		_
bidding	03	n	_	A1	announce a suit to play in Bridge	suit		_
bide	01	v	_	A0	Idiom, most other usages archaic	agent, person biding time		_
bide	01	v	_	A1	Idiom, most other usages archaic	time		_
biff	01	v	_	A0	strike, hit	hitter		AGENT
biff	01	v	_	A1	strike, hit	victim		PATIENT
bifurcate	01	v	_	A0	split in two	splitter	_	AGENT
bifurcate	01	v	_	A1	split in two	thing split	_	PATIENT
bifurcation	01	n	_	A0	Splitting in two	Splitter		_
bifurcation	01	n	_	A1	Splitting in two	Thing split		_
bike	01	v	_	A0	travel by bicycle	bicycler	_	THEME
bike	01	v	_	A1	travel by bicycle	path	_	LOCATION
biking	01	n	_	A0	Travelling by bicycle	Biker		_
biking	01	n	_	A1	Travelling by bicycle	Path		_
bilk	01	v	_	A0	defraud or cheat	cheater	_	AGENT
bilk	01	v	_	A1	defraud or cheat	thing being removed	_	THEME
bilk	01	v	_	A2	defraud or cheat	removed from	_	SOURCE
bill	01	v	_	A0	charge a fee	seller, biller	_	AGENT
bill	01	v	_	A1	charge a fee	asking price, amount of bill	_	ASSET
bill	01	v	_	A2	charge a fee	buyer, billed	_	RECIPIENT
bill	01	v	_	A3	charge a fee	commodity	_	CAUSE
bill	02	v	_	A0	describe	describer	_	AGENT
bill	02	v	_	A1	describe	thing described	_	THEME
bill	02	v	_	A2	describe	secondary attribute, described-as	_	PREDICATE
billet	01	v	_	A0	lodge, provide military quarters	provider of housing	_	AGENT
billet	01	v	_	A1	lodge, provide military quarters	entity housed	_	THEME
billet	01	v	_	A2	lodge, provide military quarters	location	_	LOCATION
billing	01	n	_	A0	Charging a fee	Seller, biller		_
billing	01	n	_	A1	Charging a fee	Asking price, amount of bill		_
billing	01	n	_	A2	Charging a fee	Buyer, billed		_
billing	01	n	_	A3	Charging a fee	Commodity, thing billed for		_
billow	01	v	_	A1	to spread over a large area	entity billowing	_	THEME
billow	01	v	_	A2	to spread over a large area	direction	_	LOCATION
bin	01	v	_	A0	to store in a bin	storer	_	AGENT
bin	01	v	_	A1	to store in a bin	thing stored	_	THEME
bin	01	v	_	A2	to store in a bin	bin, location	_	LOCATION
bind	01	v	_	A0	attach tightly	attacher, agent	_	AGENT
bind	01	v	_	A1	attach tightly	thing bound	_	DESTINATION
bind	01	v	_	A2	attach tightly	bound to what	_	_
bind	01	v	_	A3	attach tightly	with what	_	THEME
bind	02	v	_	A1	be likely	thing that is likely	_	_
bind	03	v	_	A1	be destined for	thing destined	_	_
bind	03	v	_	A2	be destined for	destiny	_	_
bind	04	v	up	A0	attach tightly	attacher, agent	_	AGENT
bind	04	v	up	A1	attach tightly	thing bound	_	DESTINATION
bind	04	v	up	A2	attach tightly	bound to what	_	_
bind	04	v	up	A3	attach tightly	with what	_	THEME
binding	01	n	_	A0	Attaching tightly	Attacher, agent		_
binding	01	n	_	A1	Attaching tightly	Thing bound		_
binding	01	n	_	A2	Attaching tightly	Bound to what		_
binding	01	n	_	A3	Attaching tightly	Instrument		_
biopsy	01	n	_	A0	Remove a sample of tissue for analysis/diagnosis	Doctor		_
biopsy	01	n	_	A1	Remove a sample of tissue for analysis/diagnosis	Tissue/Patient		_
biopsy	101	v	_	A0	Remove a sample of tissue for analysis/diagnosis	Doctor		_
biopsy	101	v	_	A1	Remove a sample of tissue for analysis/diagnosis	Tissue/Patient		_
birch	01	v	_	A0	to beat with a birch	hitter		AGENT
birch	01	v	_	A1	to beat with a birch	victim		PATIENT
birdnest	01	v	_	A0	to gather birdnests	agent or causer	_	AGENT
birdnest	01	v	_	A1	to gather birdnests	entity gathered	_	_
birdnest	01	v	_	A2	to gather birdnests	gathered into	_	_
birdnest	01	v	_	A3	to gather birdnests	beneficiary	_	_
birth	01	n	_	A0	Give birth to children, literal or metaphorical	mother, creator		_
birth	01	v	_	A0	bear children	mother	_	_
birth	01	n	_	A1	Give birth to children, literal or metaphorical	child, new thing		_
birth	01	v	_	A1	bear children	child	_	_
bisect	01	v	_	A0	divide into two	agent, cause of division	_	AGENT
bisect	01	v	_	A1	divide into two	thing divided	_	PATIENT
bisect	01	v	_	A2	divide into two	divider,instrument	_	INSTRUMENT
bitch	01	v	_	A0	bitch and moan	complainer		AGENT
bitch	01	v	_	A1	bitch and moan	cause, complain of or about		TOPIC
bitch	01	v	_	A2	bitch and moan	hearer, complain to		RECIPIENT
bite	01	n	_	A0	nom/partitive-quant	biter, agent		AGENT
bite	01	v	_	A0	to cut or tear with or as if with the teeth	biter, agent		AGENT
bite	01	n	_	A1	nom/partitive-quant	thing bitten		PATIENT
bite	01	v	_	A1	to cut or tear with or as if with the teeth	entity bitten		PATIENT
bivouac	01	v	_	A0	to camp in the open	entity camping		THEME
bivouac	01	v	_	A1	to camp in the open	location, made campsite		LOCATION
blab	01	v	_	A0	talk about incautiously	talker	_	AGENT
blab	01	v	_	A1	talk about incautiously	subject	_	TOPIC
blab	01	v	_	A2	talk about incautiously	listener	_	RECIPIENT
blabber	01	v	_	A0	chatter	speaker	_	AGENT
blabber	01	v	_	A1	chatter	utterance, blabber about	_	TOPIC
blabber	01	v	_	A1	chatter	listener	_	RECIPIENT
black	01	v	out	A0	fall asleep, faint	fainter	_	AGENT
black	02	v	out	A0	cause to not emit light	causer of non-emission, agent	_	AGENT
black	02	v	out	A1	cause to not emit light	non-emitter of light	_	PATIENT
blackberry	01	v	_	A0	to gather or pick blackberries	agent or causer	_	AGENT
blackberry	01	v	_	A1	to gather or pick blackberries	entity gathered	_	_
blackberry	01	v	_	A2	to gather or pick blackberries	gathered into	_	_
blackberry	01	v	_	A3	to gather or pick blackberries	beneficiary	_	_
blacken	01	v	_	A0	to make black	causer of blackening, agent	_	AGENT
blacken	01	v	_	A1	to make black	thing made black	_	PATIENT
blacklist	01	v	_	A0	list as unacceptable	lister	_	_
blacklist	01	v	_	A1	list as unacceptable	listed entity	_	_
blackmail	01	v	_	A0	to exert pressure on someone through threats	blackmailer, agent		AGENT
blackmail	01	v	_	A1	to exert pressure on someone through threats	entity blackmailed		PATIENT
blacktop	01	v	_	A0	cover with blacktop	applier of cover, agent		AGENT
blacktop	01	v	_	A1	cover with blacktop	surface	PPT	DESTINATION
blame	01	n	_	A0	assign culpability	blamer		AGENT
blame	01	v	_	A0	assign culpability	blamer	_	AGENT
blame	01	n	_	A1	assign culpability	entity blamed		THEME
blame	01	v	_	A1	assign culpability	entity blamed	_	THEME
blame	01	n	_	A2	assign culpability	blamed for what?		PREDICATE
blame	01	v	_	A2	assign culpability	blamed for what?	_	PREDICATE
blanch	01	v	_	A0	turn pale	fainter	_	EXPERIENCER
blanch	02	v	_	A0	blanch,parboil	cook	_	AGENT
blanch	02	v	_	A1	blanch,parboil	food	_	PATIENT
blanket	01	v	_	A0	cover heavily	coverer	_	AGENT
blanket	01	v	_	A1	cover heavily	thing covered	_	DESTINATION
blanket	01	v	_	A2	cover heavily	instrument, covered by	_	THEME
blanking	01	n	_	A0	Making void or erasing	Blanker		_
blanking	01	n	_	A1	Making void or erasing	Entity made blank, forgotten, ignored		_
blare	01	v	_	A0	make a loud noise	causer, agent	_	AGENT
blare	01	v	_	A1	make a loud noise	source of loud noise	_	LOCATION
blaspheme	01	v	_	A0	speak of or address with irreverence	blasphemer	_	AGENT
blaspheme	01	v	_	A1	speak of or address with irreverence	thing being blasphemed	_	THEME
blast	01	n	_	A0	make a loud noise	causer, agent		AGENT
blast	01	v	_	A0	make a loud noise	causer, agent		AGENT
blast	01	n	_	A1	make a loud noise	source of loud noise, noise itself		THEME
blast	01	v	_	A1	make a loud noise	source of loud noise, noise itself		THEME
blast	02	n	_	A0	assign blame harshly	blamer		_
blast	02	v	_	A0	assign blame harshly	blamer		AGENT
blast	02	n	_	A1	assign blame harshly	blamed		_
blast	02	v	_	A1	assign blame harshly	blamed		PATIENT
blast	02	n	_	A2	assign blame harshly	blamed for		_
blast	02	v	_	A2	assign blame harshly	blamed for		_
blast	03	n	_	A0	explosion (focus on physics/motion, not sound)	agent		_
blast	03	v	away	A0	fire a gun haphazardly	shooter		AGENT
blast	03	n	_	A1	explosion (focus on physics/motion, not sound)	explosive thing		_
blast	03	v	away	A1	fire a gun haphazardly	target		PATIENT
blast	03	n	_	A2	explosion (focus on physics/motion, not sound)	target of explosion		_
blast	04	v	_	A0	mode of motion	entity in motion		THEME
blast	05	v	_	A0	attack, usually with explosives	blaster		_
blast	05	v	_	A1	attack, usually with explosives	blasted		_
blast	06	v	off	A0	take off	thing taking off		_
blat	01	v	_	A0	to bleat	blat-er	_	AGENT
blaze	01	v	_	A1	burn brightly	thing burning	_	THEME
blaze	02	v	_	A0	Take on a trail like fire	trail blazer	_	_
blaze	02	v	_	A1	Take on a trail like fire	trail	_	_
bleach	01	v	_	A0	whiten or blanch	agent, bleacher	_	AGENT
bleach	01	v	_	A1	whiten or blanch	patient, thing made lighter	_	PATIENT
bleach	01	v	_	A2	whiten or blanch	end state	_	_
bleat	01	v	_	A0	the cry of a sheep or goat, or an imitation of   that sound	bleat-er		AGENT
bleat	02	v	_	A0	Move while making a bleating sound	Thing making bleating sound while in motion		_
bleat	02	v	_	A1	Move while making a bleating sound	Path of motion		_
bleed	01	v	_	A0	to emit or lose blood, to be wounded	causer of bloodshed, agent		AGENT
bleed	01	v	_	A1	to emit or lose blood, to be wounded	entity bleeding		SOURCE
bleed	02	v	_	A0	to take money from	causer of bleeding, agent		AGENT
bleed	02	v	_	A1	to take money from	entity losing money		SOURCE
bleed	03	v	_	A0	to feel sympathetic grief	experiencer		EXPERIENCER
bleed	03	v	_	A1	to feel sympathetic grief	thing bleeding for		CAUSE
bleed	04	v	off	A0	to decrease	decreaser, agent		_
bleed	04	v	off	A1	to decrease	entity decreasing		_
bleeding	01	n	_	A0	To emit or lose blood	Causer of bloodshed, Agent		_
bleeding	01	n	_	A1	To emit or lose blood	Entity bleeding		_
blemish	01	n	_	A0	to disfigure	causer		_
blemish	01	v	_	A0	to damage	causer	_	_
blemish	01	n	_	A1	to disfigure	entity disfigured		_
blemish	01	v	_	A1	to damage	entity disfigured	_	_
blend	01	v	_	A0	blend, mix, combine	agent, mixer		AGENT
blend	01	v	_	A1	blend, mix, combine	ingredient one		PATIENT1
blend	01	v	_	A2	blend, mix, combine	ingredient two		PATIENT2
blend	01	v	_	A3	blend, mix, combine	end product		PRODUCT
bless	01	v	_	A0	bless	entity giving blessing	_	AGENT
bless	01	v	_	A1	bless	entity being blessed	_	THEME
bless	01	v	_	A2	bless	blessed with (gift)	_	CAUSE
blight	01	v	_	A0	to harm or spoil	spoiler (agent only)	_	AGENT
blight	01	v	_	A1	to harm or spoil	thing spoiled	_	PATIENT
blight	01	v	_	A2	to harm or spoil	instrument	_	INSTRUMENT
blind	01	v	_	A0	cause to be unable to see	cause of blindness		AGENT
blind	01	v	_	A1	cause to be unable to see	blind one		PATIENT
blind	01	v	_	A2	cause to be unable to see	blind to what? specific thing arg1 cannot see		_
blindfold	01	v	_	A0	cover the eyes	coverer, agent	_	AGENT
blindfold	01	v	_	A1	cover the eyes	entity with covered eyes	_	DESTINATION
blindfold	01	v	_	A2	cover the eyes	explicit mention of blindfold	_	THEME
blink	01	v	_	A0	close eyes for a second	blinker		AGENT
blink	01	v	_	A1	close eyes for a second	eyes, usually unstated		PATIENT
blister	01	v	_	A1	Have blisters develop (non-causative)	thing becoming blistered		_
blister	02	v	_	A0	Scald, verbally or in writting	Scalder		_
blister	02	v	_	A1	Scald, verbally or in writting	Recipient of scalding		_
blister	03	v	_	A0	Cause blisters to form	cause of blistering		_
blister	03	v	_	A1	Cause blisters to form	recipient of blisters		_
blistering	01	n	_	A0	Having or causing blisters to develop	Causer		_
blistering	01	n	_	A1	Having or causing blisters to develop	Thing becoming blistered		_
blitz	01	v	_	A0	to destroy or demolish	destroyer	_	AGENT
blitz	01	v	_	A1	to destroy or demolish	thing destroyed	_	PATIENT
blitz	01	v	_	A2	to destroy or demolish	instrument of destruction	_	INSTRUMENT
bloat	01	v	_	A0	inflate	causer of expansion	_	_
bloat	01	v	_	A1	inflate	thing inflated	_	_
bloat	01	v	_	A2	inflate	substance	_	_
block	01	n	_	A0	oppose, halt, stop, block up	blocker, Agent		AGENT
block	01	v	_	A0	oppose, halt, stop, block up	blocker, Agent		AGENT
block	01	n	_	A1	oppose, halt, stop, block up	Theme (action or object being stopped)		PATIENT
block	01	v	_	A1	oppose, halt, stop, block up	Theme (action or object being stopped)		PATIENT
block	01	n	_	A2	oppose, halt, stop, block up	secondary predication, arg1 stopped from what, where relevant		RECIPIENT
block	01	v	_	A2	oppose, halt, stop, block up	secondary predication, arg1 stopped from what, where relevant		RECIPIENT
block	01	n	_	A3	oppose, halt, stop, block up	Instrument, blcked with what? stuff acting as block		THEME
block	01	v	_	A3	oppose, halt, stop, block up	Instrument, blcked with what? stuff acting as block		THEME
block	02	v	up	A0	oppose, halt, stop	blocker, Agent		AGENT
block	02	v	up	A1	oppose, halt, stop	Theme (action or object being stopped)		PATIENT
block	02	v	up	A2	oppose, halt, stop	secondary predication		_
block	02	v	up	A3	oppose, halt, stop	Instrument		_
blockade	01	v	_	A0	impede	impeder, Agent	_	AGENT
blockade	01	v	_	A1	impede	impeded, Theme	_	THEME
blockade	01	v	_	A2	impede	Instrument	_	_
blockage	01	n	_	A0	Oppose, halt, stop, block up	blocker, Agent		_
blockage	01	n	_	A1	Oppose, halt, stop, block up	Theme		_
blockage	01	n	_	A2	Oppose, halt, stop, block up	secondary predication, Arg1 stopped from what		_
blockage	01	n	_	A3	Oppose, halt, stop, block up	Instrument, blocked with what		_
blocking	01	n	_	A0	Opposing, stopping up, halting	Blocker		_
blocking	01	n	_	A1	Opposing, stopping up, halting	Entity being stopped		_
blocking	01	n	_	A2	Opposing, stopping up, halting	Secondary predication (Arg1 stopped from what)		_
blocking	01	n	_	A3	Opposing, stopping up, halting	Instrument		_
blog	01	v	_	A0	Journal publically and electronically	writer		_
blog	01	v	_	A1	Journal publically and electronically	thing written		_
blog	01	v	_	A2	Journal publically and electronically	benefactive		_
blood	01	v	_	A0	bleed	agent	_	_
blood	01	v	_	A1	bleed	theme, one bled	_	_
bloody	01	v	_	A0	to stain with or as if with a blood	causer	_	AGENT
bloody	01	v	_	A1	to stain with or as if with a blood	entity bloodied	_	PATIENT
bloom	01	v	_	A0	put forth flowers	bloomer (no, not like that!)	_	_
blossom	01	v	_	A1	to develop, flourish	entity blossoming	_	THEME
blot	01	v	out	A0	to obliterate, obscure	blotter, agent	_	AGENT
blot	01	v	out	A1	to obliterate, obscure	entity blotted	_	THEME
blow	01	n	_	A0	strike	agent, hitter		_
blow	01	v	_	A0	cause motion by air current	wind		AGENT
blow	01	n	_	A1	strike	thing hit		_
blow	01	v	_	A1	cause motion by air current	thing being moved		PATIENT1
blow	01	n	_	A2	strike	instrument, thing hit by or with		_
blow	01	v	_	AM	cause motion by air current	path or medium		_
blow	02	n	_	A0	cause motion by air current	wind, cause of blowing		AGENT
blow	02	v	_	A0	create, shape by blowing air	shaper		AGENT
blow	02	n	_	A1	cause motion by air current	thing moved, blown		PATIENT
blow	02	v	_	A1	create, shape by blowing air	thing worked on		MATERIAL
blow	02	v	_	A2	create, shape by blowing air	end state, if different from arg1		PRODUCT
blow	03	v	_	A0	oral sex	giver		AGENT
blow	03	v	_	A1	oral sex	getter		RECIPIENT
blow	04	v	_	A1	like the wind	wind		THEME
blow	04	v	_	AM	like the wind	direction or location or extent		_
blow	05	v	up	A0	inflate	inflater, agent		AGENT
blow	05	v	up	A1	inflate	thing grown		PRODUCT
blow	05	v	up	A2	inflate	amount increased by, EXT or MNR		_
blow	05	v	up	A3	inflate	start point		_
blow	05	v	up	A4	inflate	end point, end state of arg1		_
blow	06	v	up	A0	explode	causal agent		AGENT
blow	06	v	up	A1	explode	thing exploding		PATIENT
blow	06	v	up	A2	explode	instrument (bomb)		PATIENT1
blow	07	v	out	A0	explosive air motion	air		AGENT
blow	07	v	out	A1	explosive air motion	thing being moved		PATIENT
blow	08	v	_	A0	explode	cause of explosion		_
blow	08	v	_	A1	explode	thing exploding		_
blow	08	v	_	A2	explode	entity damaged, damage caused by explosion		_
blow	09	v	_	A0	sound, like a trumpet	player		AGENT
blow	09	v	_	A1	sound, like a trumpet	trumpet		PATIENT
blow	10	v	_	A0	make an error	errer		AGENT
blow	10	v	_	A1	make an error	error		THEME
blow	11	v	_	A0	waste, consume, use	agent, one wasting stuff		AGENT
blow	11	v	_	A1	waste, consume, use	theme, stuff wasted		THEME
blow	11	v	_	A2	waste, consume, use	recipient, what stuff was wasted on		RECIPIENT
blowing	01	n	_	A0	Causing motion by air current	Wind		_
blowing	01	n	_	A1	Causing motion by air current	Thing being moved		_
blowing	02	n	_	A0	Creating, shaping by blowing air	Shaper		_
blowing	02	n	_	A1	Creating, shaping by blowing air	Thing worked on		_
blowing	02	n	_	A2	Creating, shaping by blowing air	End state		_
blowing	03	n	_	A0	Oral sex	Giver		_
blowing	03	n	_	A1	Oral sex	Getter		_
blowing	05	n	up	A0	Inflating	Inflator		_
blowing	05	n	up	A1	Inflating	Thing grown		_
blowing	05	n	up	A2	Inflating	Amount increase by, EXT or MNR		_
blowing	05	n	up	A3	Inflating	Start point		_
blowing	05	n	up	A4	Inflating	End point		_
blowing	06	n	up	A0	Exploding	Causal agent		_
blowing	06	n	up	A1	Exploding	Thing exploding		_
blowing	06	n	up	A2	Exploding	Instrument, bomb		_
blowing	07	n	out	A0	Explosive air motion	Air		_
blowing	07	n	out	A1	Explosive air motion	Thing being moved		_
blowing	08	n	_	A0	Exploding	Cause of explosion		_
blowing	08	n	_	A1	Exploding	Thing exploding		_
blowing	08	n	_	A2	Exploding	Entity damaged, damage caused by explosion		_
blowing	09	n	_	A0	Sounding, like a trumpet	Player		_
blowing	09	n	_	A1	Sounding, like a trumpet	Trumpet		_
blowing	10	n	_	A0	Making an error	Errer, mistake-maker		_
blowing	10	n	_	A1	Making an error	Error, mistake made		_
blowing	11	n	_	A0	Wasting, consuming	Agent		_
blowing	11	n	_	A1	Wasting, consuming	Theme, stuff wasted		_
blowing	11	n	_	A2	Wasting, consuming	Recipient, what stuff was wasted on		_
blubber	01	v	_	A0	to cry in a noisy and childish way	crier/child	_	AGENT
blubber	01	v	_	A1	to cry in a noisy and childish way	tears	_	THEME
bludgeon	01	v	_	A0	hit hard	agent, hitter - animate only!	_	AGENT
bludgeon	01	v	_	A1	hit hard	thing hit	_	PATIENT
bludgeon	01	v	_	A2	hit hard	instrument, thing hit by or with	_	INSTRUMENT
bluff	01	v	_	A0	to misled by a display of strength,   self-confidence, or the like	misleader, agent	_	AGENT
bluff	01	v	_	A1	to misled by a display of strength,   self-confidence, or the like	entity misled	_	PATIENT
bluff	01	v	_	A2	to misled by a display of strength,   self-confidence, or the like	mislead into	_	PROPOSITION
blunder	01	v	_	A0	to move clumsily	clumsy mover, agent	_	_
blunder	01	v	_	A1	to move clumsily	direction	_	_
blunder	02	v	_	A0	to make a mistake	maker of mistake	_	_
blunder	02	v	_	A1	to make a mistake	mistake	_	_
blunt	01	v	_	A0	to make less effective	causer of bluntness, agent	_	AGENT
blunt	01	v	_	A1	to make less effective	entity becoming blunt	_	PATIENT
blunting	01	n	_	A0	To make less sharp or effective	Causer of bluntness, Agent		_
blunting	01	n	_	A1	To make less sharp or effective	Entity becoming blunt		_
blur	01	v	_	A0	to make indistinct	causer of blurriness, agent	_	AGENT
blur	01	v	_	A1	to make indistinct	entity blurred	_	PATIENT
blurt	01	v	out	A0	say suddenly and inelegantly	speaker	_	AGENT
blurt	01	v	out	A1	say suddenly and inelegantly	utterance	_	TOPIC
blurt	01	v	out	A2	say suddenly and inelegantly	hearer	_	RECIPIENT
blush	01	v	_	A0	turn red	blusher	_	AGENT
blush	01	v	_	A1	turn red	blushed-at, cause	_	_
bluster	01	v	_	A0	speak, usually noisily or aggressively	speaker	_	AGENT
bluster	01	v	_	A1	speak, usually noisily or aggressively	utterance	_	TOPIC
bluster	01	v	_	A2	speak, usually noisily or aggressively	hearer	_	RECIPIENT
board	01	v	_	A0	board, get on a vehicle	passenger	_	THEME
board	01	v	_	A1	board, get on a vehicle	vehicle	_	LOCATION
board	02	v	_	A0	live temporarily at some location	boarder	_	THEME
board	02	v	_	A1	live temporarily at some location	location, house	_	LOCATION
board	03	v	_	A0	place a board over something (usually a         window)	person placing board	_	AGENT
board	03	v	_	A1	place a board over something (usually a         window)	object getting attached to board	_	THEME
board	04	v	up	A0	board_up: place boards over something       extensively	person placing board	_	AGENT
board	04	v	up	A1	board_up: place boards over something       extensively	object getting attached to board	_	THEME
boast	01	n	_	A0	be loudly proud of	boaster		AGENT
boast	01	v	_	A0	be loudly proud of	boaster		AGENT
boast	01	n	_	A1	be loudly proud of	thing proud of		TOPIC
boast	01	v	_	A1	be loudly proud of	thing proud of		TOPIC
boast	01	n	_	A2	be loudly proud of	hearer		RECIPIENT
boast	01	v	_	A2	be loudly proud of	hearer		RECIPIENT
boat	01	v	_	A0	to ride in a boat	boater, agent	_	AGENT
bob	01	v	_	A0	move up and down	cause of motion	_	AGENT
bob	01	v	_	A1	move up and down	thing in motion	_	THEME
bobsled	01	v	_	A0	bobsled	agent, driver (transitive subject)		AGENT
bobsled	01	v	_	A1	bobsled	thing moved (intransitive subject, transitive object)		THEME
bobsled	01	v	_	A2	bobsled	locations, or start point		LOCATION
bobsled	01	v	_	A3	bobsled	destination		LOCATION
bode	01	v	_	A0	portend	omen	_	_
bode	01	v	_	A1	portend	good or bad	_	_
bode	01	v	_	A2	portend	benefactive	_	_
bog	01	v	down	A0	to get stuck	agent, causer	_	_
bog	01	v	down	A1	to get stuck	entity bogged down	_	_
boggle	01	v	_	A0	wonder or be confused	experiencer of confusion or wonder	_	EXPERIENCER
boggle	01	v	_	A1	wonder or be confused	cause of confusion or wonder	_	CAUSE
boil	01	n	_	A0	apply heat to water	applier of heat		AGENT
boil	01	v	_	A0	apply heat to water	applier of heat	_	AGENT
boil	01	n	_	A1	apply heat to water	water, liquid		PRODUCT
boil	01	v	_	A1	apply heat to water	water	_	PRODUCT
boil	02	v	over	A1	too much heat	thing boiling over (pot, etc)	_	INSTRUMENT
bolshevize	01	v	_	A0	make bolshevist	agent, bolshevizing entity		AGENT
bolshevize	01	v	_	A1	make bolshevist	entity bolshevized		PATIENT
bolster	01	v	_	A0	cause a (small) increase in, strengthen	causer, agent		_
bolster	01	v	_	A1	cause a (small) increase in, strengthen	thing increasing or strengthened		_
bolster	01	v	_	A2	cause a (small) increase in, strengthen	amount increased, EXT	EXT	_
bolt	01	v	_	A0	run away	runner	_	THEME
bolt	01	v	_	AM	run away	destination or path	_	_
bolt	02	v	_	A0	attach with a bolt	attacher, agent causing attachment	_	AGENT
bolt	02	v	_	A1	attach with a bolt	thing(s) being clamped	_	PATIENT
bomb	01	v	_	A0	to attack or damage	attacker, agent		_
bomb	01	v	_	A1	to attack or damage	entity bombed		_
bomb	02	v	_	A1	to fail	entity failing	PPT	_
bomb	02	v	_	A2	to fail	task, test	PPT	_
bombard	01	v	_	A0	to attack or assail persistently	attacker, agent	_	AGENT
bombard	01	v	_	A1	to attack or assail persistently	entity (e.g. region) bombarded	_	DESTINATION
bond	01	n	_	A0	attach, as with glue	attacher, agent		AGENT
bond	01	v	_	A0	attach, as with glue	attacher, agent		AGENT
bond	01	n	_	A1	attach, as with glue	focus of attachment, first bonded item	PPT	PATIENT1
bond	01	v	_	A1	attach, as with glue	focus of attachment	PPT	PATIENT
bond	01	n	_	A2	attach, as with glue	thing bonded to	PPT	PATIENT2
bond	01	v	_	A2	attach, as with glue	thing bonded to	GOL	PATIENT1
bond	01	n	_	A3	attach, as with glue	instrument of bonding, glue	MNR	_
bond	01	v	_	A3	attach, as with glue	instrument of bonding, glue	MNR	PATIENT2
