predicate_lemma	sense_id	pos	sense_particle	role_type	roleset_desc	role_desc	function_tag	vn_theta
bandage	_	v	01	A1	apply bandage to wound	wound	GOL	DESTINATION
bandage	up	v	03	A0	bandage completely	bandager	PAG	AGENT
bandage	up	v	03	A1	bandage completely	bandaged	GOL	DESTINATION
bandy	about	v	01	A0	discuss casually	discusser(s), agent	PAG	_
bandy	about	v	01	A1	discuss casually	topic	PPT	_
bandy	around	v	02	A0	discuss casually	discusser/agent(s)	PAG	_
bandy	around	v	02	A1	discuss casually	topic	PPT	_
bang	_	n	01	A0	emit banging noise	thing emitting noise	PPT	THEME
bang	_	v	02	A0	strike so as to make banging noise	striker, agent	PAG	AGENT
bang	_	n	04	A0	have sexual relations	first party	PAG	_
bang	_	v	02	A1	strike so as to make banging noise	thing hit	PPT	PATIENT
bang	_	n	04	A1	have sexual relations	second party	PPT	_
bang	_	v	02	A2	strike so as to make banging noise	attribute of arg1	PRD	_
bang	on	v	03	A0	talk about ceaselessly	talker	PAG	_
bang	on	v	03	A1	talk about ceaselessly	topic, utterance	PPT	_
bang	on	v	03	A2	talk about ceaselessly	audience	GOL	_
banish	_	v	01	A0	send away, expel	banisher, agent	PAG	AGENT
banish	_	v	01	A1	send away, expel	entity expelled	PPT	THEME
banish	_	v	01	A2	send away, expel	expelled from	DIR	SOURCE
bank	_	v	01	A0	put (money) in the bank	putter, agent	PAG	AGENT
bank	_	v	02	A0	turn like an airplane	pilot	PAG	_
bank	_	v	04	A0	rely, depend, bet, take for granted	relier, better	PAG	AGENT
bank	_	v	01	A1	put (money) in the bank	money	PPT	THEME
bank	_	v	02	A1	turn like an airplane	aeroplane	PPT	_
bank	_	v	04	A1	rely, depend, bet, take for granted	thing depeded, banked on	PPT	THEME
bank	_	v	01	A2	put (money) in the bank	bank	GOL	DESTINATION
bank	_	v	04	A2	rely, depend, bet, take for granted	for, in order to	PRP	_
bank	up	v	03	A0	create an embankment	creator	PAG	_
bank	up	v	03	A1	create an embankment	embankment or location	PPT	_
bank	up	v	03	A2	create an embankment	substance of embankment	VSP	_
bankroll	_	v	01	A0	provide funding for	financ(i)er	PAG	_
bankroll	_	v	01	A1	provide funding for	thing financed	PPT	_
bankroll	_	v	01	A2	provide funding for	money	MNR	_
bankrupt	_	j	01	A0	to cause to become bankrupt (financially or otherwise)	causer	PAG	_
bankrupt	_	j	01	A1	to cause to become bankrupt (financially or otherwise)	person bankrupt	PPT	_
banquet	_	v	01	A0	feast	eater	PAG	AGENT
banquet	_	v	01	A1	feast	eaten	PPT	PATIENT
banter	_	v	01	A0	speak jokingly, lightheartedly	first speaker (or all speakers if in one mention	PAG	AGENT
banter	_	v	01	A1	speak jokingly, lightheartedly	second speaker (when separate mention)	COM	CO-AGENT
banter	_	v	01	A2	speak jokingly, lightheartedly	topic, bantered about what?	PPT	_
baptize	_	v	01	A0	initiate	initiator	PAG	_
baptize	_	v	02	A0	give a first or christian name to a person	baptizer	PAG	AGENT
baptize	_	v	01	A1	initiate	initiatee	PPT	_
baptize	_	v	02	A1	give a first or christian name to a person	baptizee	PPT	THEME
baptize	_	v	01	A2	initiate	thing being initiated in (a discipline, school of thought, society, etc.)	GOL	_
bar	_	v	01	A0	stop, prevent	stopper, Agent	PAG	AGENT
bar	_	v	01	A1	stop, prevent	action or object being prevented	PPT	THEME
bar	_	v	01	A2	stop, prevent	secondary predication on action	PRD	_
bar	_	v	01	A3	stop, prevent	instrument	MNR	_
barb	_	v	01	A0	cause to have barbs	causer of barbedness	PAG	_
barb	_	v	01	A1	cause to have barbs	barbed thing	PPT	_
barbaric	_	j	01	A0	act like a barbarian	barbarian	PAG	_
barbaric	_	j	01	A1	act like a barbarian	barbaric act	PPT	_
barbaric	_	j	01	A2	act like a barbarian	target of barbaric behavior	GOL	_
barbecue	_	v	01	A0	cook by barbecuing	cook, agent	PAG	AGENT
barbecue	_	v	01	A1	cook by barbecuing	food,meaterial	PPT	PATIENT
barbeque	_	v	01	A0	grill	cook	PAG	AGENT
barbeque	_	v	01	A1	grill	food	PPT	PATIENT
barcode	_	v	01	A0	mark with a barcode	agent, one marking with a barcode	PAG	_
barcode	_	v	01	A1	mark with a barcode	entity marked	PPT	_
bare	_	v	01	A0	cause to not have covering	causer, agent	PAG	AGENT
bare	_	j	02	A0	be naked, not be covered	causer of bareness	PAG	_
bare	_	v	01	A1	cause to not have covering	thing now uncovered	PPT	PATIENT
bare	_	j	02	A1	be naked, not be covered	bare thing	PPT	_
bargain	_	v	01	A0	to negotiate the terms of agreement, negotiate terms	negotiator, agent	PAG	AGENT
bargain	_	v	01	A1	to negotiate the terms of agreement, negotiate terms	thing bargained (for)	PPT	THEME
bargain	_	v	01	A2	to negotiate the terms of agreement, negotiate terms	co-negotiator, bargained with	COM	CO-AGENT
barge	_	v	01	A0	go rudely	entity in motion	PAG	_
barge	_	v	01	A1	go rudely	path	DIR	_
barge	_	v	01	A2	go rudely	destination	GOL	_
bark	_	v	01	A0	like a dog	barker	PAG	AGENT
bark	_	v	01	A1	like a dog	utterance	PPT	TOPIC
bark	_	v	01	A2	like a dog	hearer	GOL	RECIPIENT
bark	up_the_wrong_tree	v	02	A0	follow the wrong lead	barker	PAG	_
barmitzvah	_	v	01	A0	to initiate a boy in a bar mitzvah ceremony	religious official, agent	PAG	_
barmitzvah	_	v	01	A1	to initiate a boy in a bar mitzvah ceremony	boy initiated	PPT	_
barnstorm	_	v	01	A0	work towards a goal	campaigner	PAG	_
barnstorm	_	v	01	A1	work towards a goal	cause, goal	PPT	_
barrack	_	v	01	A0	to house in barracks	Agent, builder of barracks	PAG	_
barrack	_	v	01	A1	to house in barracks	Entity housed in barracks	PPT	_
barrage	_	n	01	A0	onslaught	attacker	PAG	_
barrage	_	n	01	A1	onslaught	thing actually moving aggressively towards arg2 (ie bullets, words. Non-agentive)	PPT	_
barrage	_	n	01	A2	onslaught	entity attacked	GOL	_
barrel	_	v	01	A1	move with great intensity	thing in motion	PPT	_
barrel	_	v	01	A2	move with great intensity	direction, destination	GOL	_
barricade	_	v	01	A0	to block with a barricade, or to keep in   or out of somewhere with a barricade	agent, entity doing the barricading	PAG	_
barricade	_	v	01	A1	to block with a barricade, or to keep in   or out of somewhere with a barricade	patient, thing(s) being barricaded	PPT	_
barricade	_	v	01	A2	to block with a barricade, or to keep in   or out of somewhere with a barricade	instrument, thing used to barricade	MNR	_
barricade	_	v	01	A3	to block with a barricade, or to keep in   or out of somewhere with a barricade	location of patient (thing being barricaded)	GOL	_
bartend	_	v	01	A0	act as a bartender	bartender	PAG	_
bartend	_	v	01	A1	act as a bartender	bar/employer	GOL	_
bartend	_	v	01	A2	act as a bartender	entity served	GOL	_
barter	_	v	01	A0	trade	agent, entity trading	PAG	AGENT
barter	_	v	01	A1	trade	thing being traded (away)	PPT	THEME
barter	_	v	01	A2	trade	other exchanger	COM	_
barter	_	v	01	A3	trade	other item in exchange, price, or premium, traded for or at	PPT	CO-THEME
base	_	v	01	A0	be located in	agent basing something somewhere	PAG	_
base	_	v	02	A0	justified by, made up of	justifier, agent (rarely seen)	PAG	AGENT
base	_	v	01	A1	be located in	institution	PPT	_
base	_	v	02	A1	justified by, made up of	decision, whole	PPT	THEME
base	_	v	02	A2	justified by, made up of	justification, parts/ arg1 is made up of what?	DIR	SOURCE
base	_	v	01	AM	be located in	M-LOC location, where arg1 is based	LOC	_
baseless	_	j	01	A1	having no grounds, unwarranted	unwarranted entity	PPT	_
bash	_	v	01	A0	to hit, with words or a bat (etc)	critizer, hitter	PAG	AGENT
bash	_	v	01	A1	to hit, with words or a bat (etc)	entity criticized/hit	PPT	PATIENT
bash	up	v	02	A0	to hit, completive	critizer, hitter	PAG	_
bash	up	v	02	A1	to hit, completive	entity criticized/hit	PPT	_
bask	_	v	01	A0	take pleasure in	basker	PPT	EXPERIENCER
bask	_	v	01	A1	take pleasure in	basking in, cause of pleasure	PAG	STIMULUS
baste	_	v	01	A0	moisten periodically with liquid while cooking	agent, chef	PAG	AGENT
baste	_	v	02	A0	strike violently and repeatedly	agent, person doing the hitting	PAG	_
baste	_	v	03	A0	stitch together loosely	agent, stitcher	PAG	AGENT
baste	_	v	01	A1	moisten periodically with liquid while cooking	thing being moistened	GOL	DESTINATION
baste	_	v	02	A1	strike violently and repeatedly	patient, person being hit	PPT	_
baste	_	v	03	A1	stitch together loosely	patient 1 (or all patients), thing(s) being stitched	PPT	PATIENT
baste	_	v	01	A2	moisten periodically with liquid while cooking	liquid	PPT	THEME
baste	_	v	02	A2	strike violently and repeatedly	instrument	MNR	_
baste	_	v	03	A2	stitch together loosely	patient 2, thing being stitched to	PPT	CO-PATIENT
bat	_	v	01	A0	move in a swinging or fluttering motion	batter, agent	PAG	AGENT
bat	_	n	02	A0	play baseball, earn stat in baseball	batter	PAG	_
bat	_	v	01	A1	move in a swinging or fluttering motion	eye(s)	PPT	PATIENT
bat	_	n	02	A1	play baseball, earn stat in baseball	ball or pitch hit	PPT	_
bat	_	n	02	A2	play baseball, earn stat in baseball	position of batter in order, role of batter	VSP	_
bat	_	n	02	A3	play baseball, earn stat in baseball	result, stats over many batting attempts	VSP	_
bat	_	n	02	A4	play baseball, earn stat in baseball	team or employer	VSP	_
bat	in	v	03	A0	bring in runs by hitting a baseball	batter	PAG	_
bat	in	v	03	A1	bring in runs by hitting a baseball	runs	PPT	_
bathe	_	n	01	A0	have a bath, giving or having a bath	Agent of bathing	PAG	AGENT
bathe	_	n	01	A1	have a bath, giving or having a bath	Thing washed, dirt, patient	PPT	THEME
bathe	_	n	01	A2	have a bath, giving or having a bath	Liquid bathed in	MNR	_
batmitzvah	_	v	01	A0	to initiate a girl in a bar mitzvah ceremony	religious official	PAG	_
batmitzvah	_	v	01	A1	to initiate a girl in a bar mitzvah ceremony	girl initiated	PPT	_
batter	_	n	01	A0	hit repeatedly	agent, hitter - animate only!	PAG	AGENT
batter	_	n	01	A1	hit repeatedly	thing hit	PPT	PATIENT
batter	_	n	01	A2	hit repeatedly	instrument, thing hit by or with	MNR	INSTRUMENT
batter	_	n	01	A3	hit repeatedly	intensifier of action	EXT	_
battle	_	n	01	A0	fight (with)	combatant	PAG	AGENT
battle	_	n	01	A1	fight (with)	fight or other combatant, if separate	COM	CO-AGENT
battle	_	n	01	A2	fight (with)	spoils	PPT	TOPIC
bawl	_	v	01	A0	cry out loudly	speaker	PAG	AGENT
bawl	_	v	02	A0	sell	peddler	PAG	_
bawl	_	v	01	A1	cry out loudly	utterance	PPT	TOPIC
bawl	_	v	02	A1	sell	wares	PPT	_
bay	_	v	01	A0	the deep howl as that of a dog on the hunt	bay-er	PAG	AGENT
bayonet	_	v	01	A0	stab, kill with a bayonet	stabber	PAG	AGENT
bayonet	_	v	01	A1	stab, kill with a bayonet	victim	PPT	PATIENT
be	_	v	01	A1	copula	topic	PPT	THEME
be	_	v	02	A1	existential, existing	thing that is	PPT	_
be	_	v	01	A2	copula	comment	PRD	ATTRIBUTE
be	all	v	05	A0	say	speaker	PAG	_
be	all	v	05	A1	say	utterance	PPT	_
be	all	v	05	A2	say	attributive, comment on utterance, topic of utterance	PRD	_
be	like	v	04	A0	"be_like: multiword expression akin to ""say"""	speaker	PAG	_
be	like	v	04	A1	"be_like: multiword expression akin to ""say"""	utterance	PPT	_
beach	_	v	01	A0	to run, haul, or bring ashore	beacher	PAG	AGENT
beach	_	v	01	A1	to run, haul, or bring ashore	thing beached	PPT	THEME
beach	_	v	01	A2	to run, haul, or bring ashore	location	GOL	DESTINATION
bead	_	v	01	A0	form into beads (as a substance)	agentive producer of liquid (may not occur)	DIR	SOURCE
bead	_	v	02	A0	apply beads to	agent, person doing the beading	PAG	AGENT
bead	_	v	01	A1	form into beads (as a substance)	theme, liquid substance forming into drops	PPT	THEME
bead	_	v	02	A1	apply beads to	theme, beads	PPT	THEME
bead	_	v	01	A2	form into beads (as a substance)	source, non-agentive producer of liquid	DIR	SOURCE
bead	_	v	02	A2	apply beads to	thing being covered in beads, destination	GOL	DESTINATION
bead	_	v	01	A3	form into beads (as a substance)	location of the beads	LOC	LOCATION
bead	_	v	02	A3	apply beads to	pattern/ design	PRD	PRODUCT
bead	up	v	03	A0	bead_up	agentive producer of liquid (may not occur)	DIR	SOURCE
bead	up	v	03	A1	bead_up	theme, liquid substance forming into drops	PPT	THEME
bead	up	v	03	A2	bead_up	source, non-agentive producer of liquid	DIR	SOURCE
bead	up	v	03	A3	bead_up	location of the beads	LOC	LOCATION
beam	_	v	01	A0	to emit or transmit	transmitter, agent	PAG	AGENT
beam	_	v	02	A0	to express with a smile	smiler, agent	PAG	AGENT
beam	_	v	01	A1	to emit or transmit	thing transmitted	PPT	THEME
beam	_	v	02	A1	to express with a smile	thing expressed	PPT	THEME
bear	_	n	01	A0	hold, support, endure	holder	PPT	EXPERIENCER
bear	_	v	02	A0	bear children	mother	PAG	_
bear	_	n	01	A1	hold, support, endure	thing held	PAG	STIMULUS
bear	_	v	02	A1	bear children	child	PPT	_
bear	_	v	03	A1	move	entity in motion	PPT	_
bear	_	v	06	A1	has relation to	topic	PPT	THEME
bear	_	n	01	A2	hold, support, endure	benefactive	GOL	_
bear	_	v	06	A2	has relation to	related topic	PPT	CO-THEME
bear	_	n	01	A3	hold, support, endure	secondary attribute of thing held	PRD	_
bear	down	v	09	A0	intensify effort, exert pressure on	entity bearing down	PAG	_
bear	down	v	10	A0	approach in a determined manner (possibly from windward)	entity approaching	PAG	_
bear	down	v	09	A1	intensify effort, exert pressure on	pressure exerted on	PPT	_
bear	down	v	10	A1	approach in a determined manner (possibly from windward)	target	PPT	_
bear	down	v	09	A2	intensify effort, exert pressure on	instrument	MNR	_
bear	out	v	05	A0	bear out: confirm?  support again?	confirmer, agent	PAG	_
bear	out	v	05	A1	bear out: confirm?  support again?	thing confirmed, patient	PPT	_
bear	up	v	04	A1	survive, exist	entity existing	PPT	_
beard	_	v	01	A0	border	first locale	PAG	_
beard	_	v	02	A0	furnish with a beard	agent, bearder	PAG	AGENT
beard	_	v	01	A1	border	second locale	PPT	_
beard	_	v	02	A1	furnish with a beard	patient, entity given beard	PPT	THEME
beat	_	n	01	A0	strike	agent, hitter - animate only!	PAG	AGENT
beat	_	v	02	A0	(cause) pulsating motion that often makes sound	causer of motion	PAG	_
beat	_	v	03	A0	win over some competitor	winner	PAG	_
beat	_	n	01	A1	strike	thing hit	PPT	PATIENT
beat	_	v	02	A1	(cause) pulsating motion that often makes sound	thing moving	PPT	_
beat	_	v	03	A1	win over some competitor	loser	PPT	_
beat	_	n	01	A2	strike	instrument, thing hit by or with	MNR	INSTRUMENT
beat	_	v	02	A2	(cause) pulsating motion that often makes sound	direction, destination	DIR	_
beat	_	v	03	A2	win over some competitor	competition	VSP	_
beat	down	v	06	A0	thoroughly punish, put in place	beater	PAG	_
beat	down	v	06	A1	thoroughly punish, put in place	victim	PPT	_
beat	down	v	06	A2	thoroughly punish, put in place	instrument	MNR	_
beat	down	v	06	A3	thoroughly punish, put in place	topic, reason for beatdown	VSP	_
beat	out	v	04	A0	win over some opponent	winner	PAG	_
beat	out	v	04	A1	win over some opponent	loser	PPT	_
beat	out	v	04	A2	win over some opponent	competition	VSP	_
beat	up	v	05	A0	strike repeatedly	agent, hitter - animate only!	PAG	_
beat	up	v	05	A1	strike repeatedly	thing hit	PPT	_
beat	up	v	05	A2	strike repeatedly	instrument, thing hit by or with	MNR	_
beat	up	v	05	A3	strike repeatedly	topic, reason for beating	VSP	_
beatify	_	v	01	A0	elevate in status	causer of elevation	PAG	_
beatify	_	v	01	A1	elevate in status	entity being elevated	PPT	_
beautiful	_	j	02	A1	aesthetically/sensorially pleasing	beautiful thing	PPT	_
beautify	_	v	01	A0	make beautiful	decorator, agent	PAG	AGENT
beautify	_	v	01	A1	make beautiful	entity adorned	PPT	PATIENT
beautify	_	v	01	A2	make beautiful	decoration;instrument	MNR	INSTRUMENT
bechdel	_	v	01	A0	subject to the bechdel test	test-giver	PAG	_
bechdel	_	v	01	A1	subject to the bechdel test	entity tested	PPT	_
beckon	_	v	01	A0	summon, entice nearer	summoner	PAG	AGENT
beckon	_	v	01	A1	summon, entice nearer	summoned, distant entity	PPT	PATIENT
become	_	v	01	A1	change of state	entity changing	PPT	_
become	_	v	02	A1	be attractive or well suited	appealing or fetching thing	PPT	_
become	_	v	01	A2	change of state	new state	PRD	_
become	_	v	02	A2	be attractive or well suited	who or what it is become on/for?	GOL	_
bed	_	n	02	A0	put into bed (can be metaphorical)	agent	PAG	AGENT
bed	_	n	02	A1	put into bed (can be metaphorical)	one/thing put to bed	PPT	THEME
bed	_	n	02	A2	put into bed (can be metaphorical)	location	GOL	DESTINATION
bed	down	v	01	A0	put oneself to bed	one in bed	PAG	AGENT
bedeck	_	v	01	A0	to decorate, adorn	decorator, agent	PAG	_
bedeck	_	v	01	A1	to decorate, adorn	entity bedecked	GOL	_
bedeck	_	v	01	A2	to decorate, adorn	decoration	PPT	_
bedevil	_	v	01	A0	bother, plague	botherer, devil, agent	PAG	_
bedevil	_	v	01	A1	bother, plague	bothered	PPT	_
bedevil	_	v	01	A2	bother, plague	bothered by, plagued with	MNR	_
bedew	_	v	01	A0	cause to be covered in dew	causer of bedewing	PAG	AGENT
bedew	_	v	01	A1	cause to be covered in dew	thing bedewed	PPT	PATIENT
bedew	_	v	01	A2	cause to be covered in dew	dew, instrument	MNR	INSTRUMENT
bedwet	_	v	01	A0	involuntary urination while asleep	Agent	PAG	AGENT
beef	_	n	02	A0	problem	entity with a problem	PAG	_
beef	_	n	02	A1	problem	a problem with what/whom	PPT	_
beef	_	n	02	A2	problem	subject matter of the problem; attributive	VSP	_
beef	_	n	02	A3	problem	the problem itself	VSP	_
beef	up	v	01	A0	make greater	entity causing beefiness, agent	PAG	_
beef	up	v	01	A1	make greater	thing enhanced	PPT	_
beef	up	v	01	A2	make greater	instrument	MNR	_
beef	up	v	01	A3	make greater	enhanced by how much, EXT or MNR	EXT	_
beep	_	v	01	A0	(cause to) emit a beeping sound	causer, agent	PAG	AGENT
beep	_	v	02	A0	notify someone via beeper	notifier, agent	PAG	AGENT
beep	_	v	01	A1	(cause to) emit a beeping sound	thing beeping	PPT	THEME
beep	_	v	02	A1	notify someone via beeper	notified person	PPT	THEME
beetle	_	v	01	A0	to pound with a beetle -- no, really!	Agent, pounder	PAG	_
beetle	_	v	01	A1	to pound with a beetle -- no, really!	Entity pounded with beetle	PPT	_
beetle	_	v	02	A1	to move, travel like a beetle	Entity in motion	PPT	_
befall	_	v	01	A0	to happen	event	PPT	THEME
befall	_	v	01	A1	to happen	experiencer	PPT	_
befit	_	v	01	A1	be suitable or appriate for something.	thing(s) fitting	PPT	_
befit	_	v	01	A2	be suitable or appriate for something.	befitting of	PPT	_
befriend	_	v	01	A0	become friends with	agentive friend	PAG	_
befriend	_	v	01	A1	become friends with	new friend	PPT	_
befuddle	_	v	01	A0	cause confusion	Stimulus, agent	PAG	STIMULUS
befuddle	_	v	01	A1	cause confusion	entity experiencing confusion	PPT	EXPERIENCER
beg	_	v	01	A0	beg	begger, appealer	PAG	AGENT
beg	_	v	01	A1	beg	appealed to, begged from	GOL	RECIPIENT
beg	_	v	01	A2	beg	begged/appealed for	PPT	TOPIC
beget	_	v	01	A0	bring into existence	begetter	CAU	CAUSE
beget	_	v	01	A1	bring into existence	begotten?	PPT	THEME
begin	_	v	01	A0	start, with agent	beginner, Agent	PAG	AGENT
begin	_	v	01	A1	start, with agent	Thing begun - NP, not S-node!	PPT	THEME
begin	_	v	02	A1	aspectual, beginning an action	Action begun	PPT	THEME
begin	_	v	01	A2	start, with agent	Instrument	MNR	INSTRUMENT
begin	_	v	02	A2	aspectual, beginning an action	Instrument, starting point	MNR	INSTRUMENT
begrudge	_	v	01	A0	resent	resenter	PAG	_
begrudge	_	v	01	A1	resent	thing or person begrudged	PPT	_
begrudge	_	v	01	A2	resent	because-of, why does arg 0 begrudge arg 1?	CAU	_
beguile	_	v	01	A0	to amuse or charm	causer of amusement	PAG	STIMULUS
beguile	_	v	02	A0	deprive, cheat someone out of something	entity depriving	PAG	_
beguile	_	v	03	A0	deceive	liar	PAG	_
beguile	_	v	01	A1	to amuse or charm	amused entity	PPT	EXPERIENCER
beguile	_	v	02	A1	deprive, cheat someone out of something	thing taken by trickery	PPT	_
beguile	_	v	03	A1	deceive	deceived	GOL	_
beguile	_	v	01	A2	to amuse or charm	instrument	MNR	_
beguile	_	v	02	A2	deprive, cheat someone out of something	taken from who?	DIR	_
beguile	_	v	03	A2	deceive	subject, deceived about	PPT	_
behave	_	v	01	A0	to conduct (oneself) in a specified way	agent, entity behaving	PAG	AGENT
behave	_	v	01	A1	to conduct (oneself) in a specified way	manner	PRD	ATTRIBUTE
behead	_	v	01	A0	remove the head	axeman, agent	PAG	AGENT
behead	_	v	01	A1	remove the head	entity now without a head	PPT	PATIENT
behind	_	j	01	A1	not keeping up with a schedule	entity/accomplishment behind schedule	PAG	_
behind	_	j	02	A1	be spatially located in the back	entity in the back	PAG	_
behind	_	j	03	A1	be losing	entity losing	PAG	_
behind	_	j	01	A2	not keeping up with a schedule	by how much	EXT	_
behind	_	j	02	A2	be spatially located in the back	entity in the front	PPT	_
behind	_	j	03	A2	be losing	entity winning	PPT	_
behind	_	j	01	A3	not keeping up with a schedule	schedule, goal	PPT	_
behind	_	j	03	A3	be losing	by how much	EXT	_
behind	_	j	03	A4	be losing	competition	VSP	_
behold	_	v	01	A0	look attentively	beholder	PPT	EXPERIENCER
behold	_	v	01	A1	look attentively	beheld	PAG	STIMULUS
behoove	_	v	01	A1	be appropriate or necessary	Thing worthwhile/necessary	PPT	_
behoove	_	v	01	A2	be appropriate or necessary	benefactive	GOL	_
belay	_	v	01	A0	nautical or mt. climbing term, secure with a rope	belayer, person securing something/someone else	PAG	_
belay	_	v	01	A1	nautical or mt. climbing term, secure with a rope	climber, rope being secured	PPT	_
belch	_	v	01	A0	burp	belcher	PAG	AGENT
belch	_	v	01	A1	burp	cognate object or utterance	PPT	_
belch	out	v	02	A0	emit	emitter	DIR	SOURCE
belch	out	v	02	A1	emit	emitted	PPT	THEME
beleaguer	_	v	01	A0	harass	agent, beleaguer-er	PAG	_
beleaguer	_	v	01	A1	harass	harassed entity	PPT	_
belie	_	v	01	A0	to show to be false	demonstrator of falseness, agent	PAG	_
belie	_	v	01	A1	to show to be false	entity shown to be false	PPT	_
believable	_	j	02	A0	able to be believed	believer	PAG	_
believable	_	j	02	A1	able to be believed	belief	PPT	_
believable	_	j	02	A2	able to be believed	secondary predication on arg1	PRD	_
believe	_	v	01	A0	believe	believer	PAG	AGENT
believe	_	v	01	A1	believe	believed	PPT	THEME
believe	_	v	01	A2	believe	attribute, arg1 is believed to be what?	PRD	ATTRIBUTE
belittle	_	v	01	A0	make seem insignificant	causer of apparent insignificance, agent	PAG	AGENT
belittle	_	v	01	A1	make seem insignificant	apparently insignificant thing	PPT	THEME
bellow	_	v	01	A0	yell	speaker	PAG	AGENT
bellow	_	v	01	A1	yell	utterance	PPT	TOPIC
bellow	_	v	01	A2	yell	listener	GOL	RECIPIENT
belly	up	v	01	A1	move towards	entity in motion	PPT	_
belly	up	v	01	A2	move towards	destination	GOL	_
bellyflop	_	v	01	A1	fail spectacularly	thing failing	PPT	_
belong	_	v	01	A0	be owned by	possession	PAG	_
belong	_	v	01	A1	be owned by	owner or group	PPT	_
belt	_	v	01	A0	sing loudly and forcefully	loud singer	PAG	AGENT
belt	_	v	02	A0	deliver a blow to, possibly with a belt	agent hitter	PAG	AGENT
belt	_	v	03	A0	fasten with a belt	agent, person fastening the belt	PAG	AGENT
belt	_	v	01	A1	sing loudly and forcefully	song	PPT	THEME
belt	_	v	02	A1	deliver a blow to, possibly with a belt	patient, entity hit	PPT	PATIENT
belt	_	v	03	A1	fasten with a belt	first (or all) thing(s) fastened with a belt	PPT	PATIENT
belt	_	v	01	A2	sing loudly and forcefully	audience	GOL	BENEFICIARY
belt	_	v	02	A2	deliver a blow to, possibly with a belt	instrument	MNR	INSTRUMENT
belt	_	v	03	A2	fasten with a belt	additional thing(s), destination	PPT	CO-PATIENT
belt	_	v	03	A3	fasten with a belt	instrument, thing acting as a belt	MNR	INSTRUMENT
belt	out	v	05	A0	belt_out	loud singer	PAG	AGENT
belt	out	v	05	A1	belt_out	song	PPT	THEME
belt	out	v	05	A2	belt_out	audience	GOL	BENEFICIARY
bemoan	_	v	01	A0	to express grief over	moaner, agent	PAG	_
bemoan	_	v	01	A1	to express grief over	entity bemoaned	PPT	_
bench	_	v	01	A0	to keep out of or remove from a game	bencher	PAG	AGENT
bench	_	v	01	A1	to keep out of or remove from a game	person benched	PPT	THEME
bench	_	v	01	A2	to keep out of or remove from a game	location	GOL	DESTINATION
benchsitting	_	n	01	A0	hanging out on a bench, in a sitting position	entity sitting on a bench	PAG	_
benchsitting	_	n	02	A0	on the team but not playing, in sports	player on the bench	PAG	_
benchsitting	_	n	02	A1	on the team but not playing, in sports	team played for	PPT	_
bend	_	j	01	A0	(cause to) form a curve, forced into a non-straight configuration	bender	PAG	AGENT
bend	_	v	02	A0	yield, give way	thing giving way	PAG	_
bend	_	j	01	A1	(cause to) form a curve, forced into a non-straight configuration	thing forming a curve	PPT	THEME
bend	_	v	02	A1	yield, give way	thing that succeeded	PPT	_
bendy	_	j	07	A0	flexible	bender	PAG	_
bendy	_	j	07	A1	flexible	thing forming a curve	PPT	_
benefit	_	j	01	A0	give advantage to	giver	PAG	_
benefit	_	j	01	A1	give advantage to	benefactive, given-to	PPT	_
benight	_	j	01	A0	involve in moral darkness, ignorance	agent of involvment	PAG	_
benight	_	j	01	A1	involve in moral darkness, ignorance	thing involved in moral darkness, ignorance	PPT	_
benign	_	j	01	A1	not malignant, dangerous to health	tumor/tissue	PPT	_
benign	_	j	01	A2	not malignant, dangerous to health	cancer or other disease not found (if in addition to arg1)	VSP	_
benign	_	j	01	A3	not malignant, dangerous to health	medical patient	GOL	_
bent	_	j	05	A0	mad, upset	stimulus of anger	CAU	_
bent	_	j	06	A0	intent on, determined	entity who is determined	PAG	_
bent	_	j	03	A1	corrupt, venal	corrput entity/action	PPT	_
bent	_	j	04	A1	intoxicated (marijuana and alcohol at the same time)	intoxicated entity	PAG	_
bent	_	j	05	A1	mad, upset	angry one	PRD	_
bent	_	j	06	A1	intent on, determined	to what (bent on what)	PPT	_
bent	_	j	04	A2	intoxicated (marijuana and alcohol at the same time)	drug	PPT	_
bequeath	_	v	01	A0	to leave by will, hand down	giver, agent	PAG	AGENT
bequeath	_	v	01	A1	to leave by will, hand down	entity bequeathed	PPT	THEME
bequeath	_	v	01	A2	to leave by will, hand down	recipient	GOL	GOAL
berate	_	v	01	A0	yell at	yeller	PAG	_
berate	_	v	01	A1	yell at	yelled at	GOL	_
berate	_	v	01	A2	yell at	cause	PPT	_
bereave	_	v	01	A0	cause to not have	entity removing	PAG	AGENT
bereave	_	v	01	A1	cause to not have	thing being removed	PPT	THEME
bereave	_	v	01	A2	cause to not have	removed from	DIR	SOURCE
berry	_	v	01	A0	to gather or pick berries	agent or causer	PAG	AGENT
berry	_	v	01	A1	to gather or pick berries	entity gathered	PPT	_
berry	_	v	01	A2	to gather or pick berries	gathered into	LOC	_
berry	_	v	01	A3	to gather or pick berries	beneficiary	GOL	_
berth	_	v	01	A0	to 'park' a ship	docker	PAG	AGENT
berth	_	v	01	A1	to 'park' a ship	docked (boat)	PPT	THEME
berth	_	v	01	A2	to 'park' a ship	shipyard, location	GOL	DESTINATION
beseech	_	v	01	A0	implore urgently	begger, person beseeching	PAG	AGENT
beseech	_	v	01	A1	implore urgently	person arg 0 is imploring	GOL	RECIPIENT
beseech	_	v	01	A2	implore urgently	arg 1 is besought to do what?	PRD	TOPIC
